StageName,DOW,BirthLast,BirthFirst,Gender,DOB,DOD,Type,Country
Telly Savalas,1961-1979,Savalas,Aristotles,M,1924,,"R:bald, jovial",\Gr\Am
Tom Savini,,,,M,,,unknown,unknown
Jimmy Savo,1926-1938,Savo,Jimmy,M,1895,,R:pint-sized comedian,USA
Teresa Ann Savoy,,,,F,,,unknown,unknown
Joseph Sawyer,1933-1956,Sawyer,Joseph,M,1901,,"R:tough cop, army sergeant",USA
Peggy Sawyer,,,,F,,,unknown,unknown
John Saxon,1955-1983,Orrico,Carmen,M,1935,,R:lead,USA
Greta Scacchi,1992,Scacchi,Greta,F,1960,,R:beauty,italian
Gia Scala,1956-1961,Scoglio,Giovanna,F,1934,,R:lead,italian
Diana Scarwid,1978-1983,Scarwid,Diana,F,,,R:lead,USA
Felice Schacter,,,,F,,,unknown,unknown
Natalie Schafer,1943-1973,Schafer,Natalie,F,1912,,R:dizzy rich woman,USA
Wendy Schall,,,,F,,,unknown,unknown
William Schallert,1952-1973,Schallert,William,M,1922,,R:dull father,USA
Sabrina Scharf,,,,F,,,unknown,unknown
Roy Scheider,1964-1983,Scheider,Roy,M,1934,,R:lean,USA
Catherine Schell,1969-1979,vonSchell,Catherine,F,,,R:character,german
Maria Schell,1949-1979,Schell,Maria,F,1926,,R:lead,austria
Maximilian Schell,1958-1982,Schell,Maximilian,M,1930,,R:lead,austria
Ronnie Schell,,,,,,,unknown,unknown
August Schellenberg,,,,M,,,unknown,unknown
Rosanna Schiaffino,1962-1976,Schiaffino,Rosanna,F,1939,,R:lead,italian
Ralph Schicha,,,,M,,,unknown,unknown
Joseph Schildkraut,1914-1965,Schildkraut,Joseph,M,1895,,R:schlemiel,austria
Gus Schilling,1941-1956,Schilling,Gus,M,1908,,R:wry-faced,USA
Anja Schmidt,,,,F,,,unknown,unknown
Joseph Schmidt,1934-1935,Schmidt,Joseph,M,1906,,R:opera singer,german
John Schneider,,,,M,,,unknown,unknown
Magda Schneider,1932,Schneider,Magda,F,,,R:romantic,austria
Maria Schneider,1973-1980,Schneider,Maria,F,1952,,R:sexy lead,german
Romy Schneider,1953-1980,Albach-Retty,Rosemarie,F,1938,,R:schmaltzy,austria
Michael Schoeffling,,,,M,,,unknown,unknown
Kyra Schon,,,,F,,,unknown,unknown
Avery Schreiber,,,,M,,,unknown,unknown
Max Schrek,1922-1923,Schrek,Max,M,1879,,R:eerie,german
stagenm,-1997,fmn,gn,G,dob,,unknown,unknown
John Schuck,1973-1979,Schuck,John,M,1944,,R:dumb sergeant,USA
Dwight Schultz,-1997,Schultz,Dwight,M,dob,,R:shy engineer,USA
Reinhold Schunzel,1919-1952,Schunzel,Reinhold,M,1886,,unknown,german
Scott Schwartz,,,,M,,,unknown,unknown
Maurice Schwarz,1953-1953,Schwarz,Maurice,M,1891,,unknown,USA
Arnold Schwarzenegger,1976-1990,Schwarzenegger,Arnold,M,1947,,R:muscleman,USA
Hanna Schygulla,1972-1981,Schygulla,Hanna,F,1943,,R:exotic,german
John Schyck,,,,M,,,unknown,unknown
Patti Scialfa,,bn,fn,F,,,R:ty,Or
Annbelle Sciorra,1988-1991,Sciorra,Annabelle,F,19aa,,R:strong,USA
Paul Scofield,1955-1973,Scofield,Paul,M,1922,,R:distinguished,british
Edith Scon,,,,F,,,unknown,unknown
Zvee Scooler,,,,,,,unknown,unknown
Martin Scorsese,1973-1990,,Scorcese,Martin,M,,R:\UN,
Campbell Scott,1991,Scott,Campbell,,M,,R:\UN,
David Scott,,,,M,,,unknown,unknown
Donovan Scott,,,,M,,,unknown,unknown
George C. Scott,1958-1983,Scott,George Campbell,M,1926,,R:tough soldier,USA
Gordon Scott,1955-1967,Werschkul,Gordon M.,M,1927,,R:lead,USA
Hazel Scott,1943-1945,Scott,Hazel,F,1920,,R:black pianist,USA
Jane Scott,,,,F,,,unknown,unknown
Janette Scott,1942-1965,Scott,Janette,F,1938,,R:lead,british
Kathryn Leigh Scott,1970,Scott,Kathryn Leigh,F,1947,,R:beauty,\Am|
Ken Scott,1957-1966,Scott,Ken,M,,,R:action lead,USA
Lizabeth Scott,1945-1972,Matzo,Emma,F,1922,,"R:defiant expression, immobile upper lip",USA
Margaretta Scott,1934-1971,Scott,Margaretta,F,1912,,R:upper-middle-class women,british
Martha Scott,1940-1980,Scott,Martha,F,1914,,unknown,USA
Mary Scott,1956,Scott,mary,F,,,unknown,unknown
Pippa Scott,1958-1970,Scott,Pippa,F,1935,,unknown,USA
Randolph Scott,1931-1962,Crane,Randolph,M,1903,,R:rugged,USA
Terry Scott,1958-1972,Scott,Terry,M,1927,,R:plump,british
Zachary Scott,1944-1962,Scott,Zachary,M,1914,,R:lead,USA
Vito Scotti,,,,M,,,unknown,unknown
Scraps,1918,Scraps,none,A,1914,,R:lovable mongrel,USA
Alexander Scourby,1952-1960,Scourby,Alexander,M,1913,,R:character,USA
Linda Scruggs,,,,F,,,unknown,unknown
Steven Seagal,1988-1992,Seagal,Steven,M,1952,,"R:martial arts, cool shooter",USA
Barbara Seagull,1968-1983,Herzstine (Hershey),Barbara,F,1948,,R:lead,USA
Franklyn Seales,,,,M,,,unknown,unknown
Jackie Searle,1931-1949,Searle,Jackie,M,1920,,R:mean boy,USA
Heather Sears,1956-1975,Sears,Heather,F,1935,,unknown,british
Victor Seastrom,1913-1957,Sjostrom,Victor,M,1879,,R:distinguished,\Sw
James Seay,,,,M,,,unknown,unknown
Josef Sebanek,,,,M,,,unknown,unknown
Jean Seberg,1957-1976,Seberg,Jean,F,1938,,R:lead,USA
Harry Secombe,1957-1973,Secombe,Harry,M,1921,,R:burly comedian,\Br; Welsh
George Segal,1961-1999,Segal,George,M,1934,,R:lead,USA
Vivienne Segal,1930-1933,Segal,Vivienne,F,1897,,R:supporting,USA
Pierre Segui,,,,M,,,unknown,unknown
Emmanuelle Seigner,1994,Seigner,Emmanuelle,F,1967,,"R:gauche, sexy",french
Johnny Sekka,1961-1975,Sekka,Johnny,M,,,unknown,\WA
David Selby,1970,Selby,David,M,1941,,R:werewolf,USA
Elizabeth Sellars,1948-1973,Sellars,Elizabeth,F,1923,,R:lead,british
Tom Selleck,1969-1984,Selleck,Tom,M,,,R:charismatic,USA
Peter Sellers,1951-1979,Sellers,Peter,M,1925,,R:comic,british
Morton Selten,1932-1940,Stubbs,Morton,M,1860,,R:distinguished old gentlemen,british
Milton Selzer,,,,M,,,unknown,unknown
Larry Semon,1918-1927,Semon,Larry,M,1889,,R:silent slapstick comedian,USA
Kent Senatore,,,,M,,,unknown,unknown
Joe Seneca,,,,M,,,unknown,unknown
Massimo Serato,1941-1973,Segato,Giuseppe,M,1917,,R:lead,italian
Assumpta Serna,,,,F,,,unknown,unknown
Jacques Sernas,1931-1969,Sernas,Jacques,M,1925,,R:lead,\Li
Julieta Serrano,,,,F,,,unknown,unknown
Christopher Serrone,1990,Serrone,Christopher,M,1976,,\UN,teenager
Jean Servais,1931-1969,Servais,Jean,M,1910,,R:character,french
Almira Sessions,1941-1972,Sessions,Almira,F,1888,,R:character,USA
Sir Bruce Seton,1934-1954,Seton,Bruce,M,1909,,R:lead,british
Pilar Seurat,1963,Seurat,Pilar,F,,,unknown,Or
George Sewell,1963-1971,Sewell,George,M,1924,,R:character,british
Athene Seyler,1922-1963,Seyler,Athene,F,1889,,R:comedy,british
Anne Seymour,1949-1962,Seymour,Anne,F,1909,,R:character,USA
Dan Seymour,1942-1975,Seymour,Dan,M,1915,,R:scowling menace,USA
Jane Seymour,1970-1983,Seymour,Jane,F,1951,,R:lead,british
Ralph Seymour,,,,M,,,unknown,unknown
Delphine Seyrig,1958-1977,Seyrig,Delphine,F,1932,,R:lead,french
Kamran Shah,1987,Shah,Kamran,F,,,unknown,unknown
ShabbaDoo,,,,,,,unknown,unknown
Glen Shadix,,,,M,,,unknown,unknown
Wallace Shaen,,,,M,,,unknown,unknown
Paul Shaffer,,,,M,,,unknown,unknown
Tupac Shakur,,,,M,,,R:wild,unknown
Harry Shannon,1931-1957,Shannon,Harry,M,1890,,R:sympathetic father or rustic,USA
Ken Shapiro,,,,M,,,unknown,unknown
Omar Sharif,1959-1980,Shalhouz,Michael,M,1932,,R:lead,\Eg
Ray Sharkey,1976-1992,Sharkey,Ray,M,1952,,R:tough,USA
Anthony Sharp,,,,M,,,unknown,unknown
Albert Sharpe,,,,M,,,unknown,unknown
Cornelia Sharpe,,,,F,,,unknown,unknown
William Shatner,1957-1982,Shatner,William,M,1931,,R:space pilot,canada
Mickey Shaughnessy,1952-1971,Shaughnessy,Mickey,M,1920,,R:tough-looking,USA
Helen Shaver,,,,F,,,unknown,unknown
Reta Shaw,1957-1974,Shaw,Reta,F,1912,,R:amply-proportioned,USA
Robert Shaw,1955-1979,Shaw,Robert,M,1927,,R:character,british
Sebastian Shaw,1913-1988,Shaw,Sebastian,M,1905,,R:handsome,british
Stan Shaw,,,,M,,,unknown,unknown
Susan Shaw,1946-1963,Sloots,Patsy,F,1929,,R:charm,british
Susan Damante Shaw,1982,,,F,,,unknown,unknown
Victoria Shaw,1955-1973,Elphick,Jeanette,F,1935,,R:lead,australian
Wini Shaw,1934-1937,Momi,Winfred Lei,F,1899,,R:singer,USA
Joan Shawlee,1945-1977,Fulton,Joan,F,1929,,R:comedienne,USA
Dick Shawn,1960-1979,Schulefand,Dick,M,1928,,R:comic,USA
Wallace Shawn,1979-1994,,,M,,,R:bumpkin,USA
Robert Shayne,1934-1961,Dawe,Robert Shaen,M,1910,,R:general purpose,USA
Tamara Shayne,,Nikoulin,Tamara,F,1897,,R:character,\Ru-\Am
John Shea,,,,M,,,unknown,unknown
Al Shean,1935-1944,Shoenberg,Alfred,M,1868,,R:character,german
Harry Shearer,,,,M,,,unknown,unknown
Moira Shearer,1952-1960,King,Moira,F,1926,,R:dancer,\Br; Scots
Norma Shearer,1920-1942,Shearer,Norma,F,1900,,R:star,canada
Alice Sheedy,,,,F,,,unknown,unknown
Charlie Sheen,1988-1992,Sheen,Charlie,M,,,R:action,
Martin Sheen,1967-1993,Estevez,Ramon,M,1940,,R:lead,USA
Johnny Sheffield,1939-1945,Sheffield,Johnny,M,1931,,R:boy,USA
Reginald Sheffield,1923-1958,Sheffield,Reginald,M,1901,,unknown,british
Gene Sheldon,1945-1960,Sheldon,Gene,M,1909,,R:comic,USA
Barbara Shelley,1957-1974,Barbara,Shelley,F,1933,,R:horror,\Br|
John Shelton,1936-1951,Price,John,M,1917,,R:colourless,USA
Joy Shelton,1943-1962,Shelton,Joy,F,1922,,R:lead,british
Susan Shentall,1954-1954,Shentall,Susan,F,1934,,R:lead,british
Sam Shepard,1978-1983,Rogers,Samuel Shepard,M,1943,,R:lead,USA
Cybill Shepherd,1971-1983,Shepherd,Cybill,F,1949,,R:lead,USA
Elizabeth Shepherd,1961-1980,Shepherd,Elizabeth,F,,,unknown,british
Michael Shepley,1930-1961,Shepley-Smith,Michael,M,1907,,R:amiable buffoons,british
Paula Sheppard,,,,F,,,unknown,unknown
John Shepperd,1940-1973,Strudwick,Shepperd,M,1907,,"R:lead, character",USA
Ann Sheridan,1934-1967,Sheridan,Clara Lou,F,1915,,R:cheerful oomph,USA
Dinah Sheridan,1936-1980,Sheridan,Dinah,F,1920,,R:lead,british
Margaret Sheridan,,,,F,,,unknown,unknown
Lowell Sherman,1920-1933,Sherman,Lowell,M,1885,,R:lead,USA
Madeleine Sherwood,1958-1973,Thronton,Madeleine,F,1926,,R:character,canada
Vladek Sheybal,1956-1975,Sheybal,Vladek,M,1928,,R:intense-looking,\Po(lish)
Arthur Shields,1937-1962,Shields,Arthur,M,1895,,R:character,ireland
Brooke Shields,1978-1981,Shields,Brooke,F,1965,,R:juvenile,USA
James Shigeta,1960-1976,Shigeta,James,M,1933,,R:lead,\Am(Hawaiian)
Joseph Shiloal,,,,M,,,unknown,unknown
Yoko Shimada,,,,F,,,unknown,unknown
Joanna Shimkus,1966-1971,Shimkus,Joanna,F,1943,,R:lead,canada
Yuki Shimoda,1959-1979,Shimoda,Yuki,M,1924,,R:character,\Ja-\Am
Takashi Shimura,1949-1962,Shimura,Takashi,M,1905,,R:lead,japanese
Bill Shine,1934-1958,Shine,Bill,M,1911,,R:vacuous dandy,british
Ronald Shiner,1942-1960,Shiner,Ronald,M,1903,,R:comedy,british
Sue Shiomi,,,,F,,,unknown,unknown
Yumi Shirakawa,,,,F,,,unknown,unknown
Talia Shire,1968-1982,Shire,Talia,F,1947,,R:lead,USA
Anne Shirley,1932-1944,Paris,Dawn (O'Day),F,1918,,R:child star,USA
Anne Shoemaker,1935-1966,Shoemaker,Anne,F,1891,,R:character,USA
Dan Shor,,,,M,,,unknown,unknown
Dinah Shore,1943-1977,Shore,Francis (Fanny) Rose,F,1917,,R:singer,USA
Dorothy Short,,,,F,,,unknown,unknown
Martin Short,1991,,,M,1950,,R:teenagers,USA
Winifred Shotter,1930-1930,Shotter,Winifred,F,1904,,R:lead,british
Robert Show,,,,M,,,unknown,unknown
Max Showalter,1950-1971,Adams,Casey,M,1904,,"R:reporter, newscaster, good guy friend",british
Ricky Shroder,,,,M,,,unknown,unknown
Richard B. Shull,,,,M,,,unknown,unknown
Elizabeth Shue,1991-1996,Shue,Elizabeth,F,dob,,unknown,USA
Mort Shuman,,,,M,,,unknown,unknown
Sabrina Siami,1983,,,F,,,unknown,unknown
Basil Sidney,1936-1957,,,M,,,R:older man,
George Sidney,1923-1937,Greenfield,Sammy,M,1878,,R:comedian,USA
Sylvia Sidney,1929-1982,Kosow,Sophia,F,1910,,"R:fragile, dark-eyed",USA
Gregory Sierra,1972-1979,Sierra,Gregory,M,,,R:supporting,USA
Simone Signoret,1942-1979,Kaminker,Simone,F,1921,,R:lead,french
Cynthia Sikes,1983,,,F,,,unknown,unknown
James B. Sikking,1980-1990,Sikking,James B.,M,,,unknown,unknown
Milton Sills,1915-1930,Silvs,Milton,M,1882,,R:stalwart,USA
Henry Silva,1952-1982,Silva,Henry,M,1928,,R:pale-eyed villain,italian
Trididad Silva,1984,,,,,,unknown,unknown
Silvain,1928,,,M,,,unknown,french
Cyndi Silver,1984,,,F,,,R:beachbunny,
Joan Micklin Silver,,Silver,Joan Micklin,F,1935,,unknown,USA
Joe Silver,1977,,,M,,,unknown,unknown
Ron Silver,1982-1990,Silver,Ron,M,1946],,unknown,unknown
Frank Silvera,1952-1971,Silvera,Frank,M,1914,,R:general purpose,USA
Jay Silverheels,1947-1973,Silverheels,Jay,M,1919,,R:westerns,canada
Phil Silvers,1941-1980,Silver,Philip,M,1912,,R:comedian,USA
Alistair Sim,1935-1976,Sim,Alistair,M,1900,,R:lugubrious,\Br; Scots
Gerald Sim,1947-1976,Sim,Gerald,M,1925,,"R:well bred, prissy",british
Sheila Sim,1944-1955,Sim,Sheila,F,1922,,R:lead,british
Vasek Simek,1992,Simek,Vasek,M,1928,,R:official,czechoslovakian
Arlene Simmons,,,,F,,,unknown,unknown
Jean Simmons,1943-1984,Simmons,Jean,F,1929,,R:self-possessed,british
Michel Simon,1925-1971,Simon,Francois,M,1895,,R:character,french
Paul Simon,1980-1980,Simon,Paul,M,1942,,R:singer,USA
Simone Simon,1931-1956,Simon,Simone,F,1910,,R:pert,french
Ivan Simpson,1974-1980,Simpson,Ivan,M,1875,,R:character,\Br; Scots
O.J. Simpson,1974-1980,Simpson,O.J.,M,1947,,R:boxer,USA
Peggy Simpson,1938,,,F,,,unknown,unknown
Russel Simpson,1931-1959,Simpson,Russel,M,1878,,R:character,USA
Joan Sims,1953-1975,Sims,Joan,M,1930,,R:comic cameos,british
Frank Sinatra,1941-1980,Sinatra,Francis Albert,M,1915,,R:singer,USA
Nancy Sinatra,1964-1968,Sinatra,Nancy,F,1940,,R:singer,USA
Gordon John Sinclair,1982,,,M,,,unknown,unknown
Hugh Sinclair,1933-1952,Sinclair,Hugh,M,1903,,R:genial crook,\Br|
Donald Sinden,1953-1980,Sinden,Donald,M,1923,,R:lead,british
Campbell Singer,1937-1963,Singer,Campbell,M,1909,,R:heavy father,british
Lori Singer,1984,,,F,,,unknown,unknown
Marc Singer,1978-1982,,,M,,,unknown,unknown
Steve Singer,1981,,,M,,,unknown,unknown
Penny Singleton,1930-1964,McNulty,Mariana,F,,,R:lead,USA
Joseph Sirola,,,,M,,,unknown,unknown
Lilia Skala,1964-1983,Skala,Lilia,F,,,unknown,german
Hal Skelly,1929-1931,Skelly,Hal,M,1891,,R:character,USA
Red Skelton,1938-1965,Skelton,Richard,M,1910,,R:comedian,USA
Tom Skerritt,1962-1983,Skerritt,Tom,M,1933,,unknown,USA
Cornelia Otis Skinner,1944-1967,Skinner,Cornelia,F,1901,,unknown,USA
Otis Skinner,1920-1944,Skinner,Otis,M,1858,,unknown,USA
Alison Skipworth,1930-1938,Groom,Alison,F,1875,,R:chubby,british
Helgi Skulason,1990,Skulason,Helgi,M,,,R:lead,\Ic
Olga Slade,1928,,,F,,,unknown,unknown
Richard B. Skull,,,,M,,,unknown,unknown
Jeremy Slate,1963-1968,Slate,Jeremy,M,1925,,R:general purpose,USA
Christian Slater,,,,M,1969,,R:rough hero,unknown
Helen Slater,1984,,,F,,,R:supergirl,
John Slater,1940-1963,Slater,John,M,1916,,R:character,british
Richard X. Slattery,,,,M,,,unknown,unknown
Tod Slaughter,1935-1952,Slaughter,N.Carter,M,1885,,R:barnstorming,british
Walter Slezak,1942-1971,Slezak,Walter,M,1902,,R:character,austria
Hana Slikova,1964,,,F,,,R:shrew,
Everett Sloane,1941-1964,Sloane,Everett,M,1909,,R:incisive,USA
Olive Sloane,1933-1950,Sloane,Olive,F,1896,,R:character,british
Marya Small,,,,F,,,unknown,unknown
Alexis Smith,1941-1978,Smith,Gladys,F,1921,,R:lead,USA
Art Smith,1944-1951,Smith,Art,M,1899,,"R:bland, avuncular",USA
Brooke Smith,1994,Smith,Brooke,F,1968,,R:sr,\Ct
Bubba Smith,1983,,,,,,unknown,unknown
C.Aubrey Smith,1916-1949,Smith,Sir C.~Aubrey,M,1863,,"R:crusty, tall",british
Charles Smith,1940-1953,Smith,Charles,M,1920,,R:character,USA
Charles Martin Smith,1978-1983,,,M,,,unknown,unknown
Constance Smith,1947-1955,Smith,Constance,F,1929,,R:lead,british
Cyril Smith,1933-1956,Smith,Cyril,M,1892,,"R:henpecked husband, grocer",british
Jaclyn Smith,1978-1982,,,F,,,R:California blonde,USA
John Smith,1954-1966,Van Orden,Robert,M,1931,,R:lead,USA
Kate Smith,1943,,,F,,,unknown,unknown
Kent Smith,1942-1973,Smith,Kent,M,1907,,"R:smooth, quiet",USA
Lane Smith,1978,,,F,,,unknown,unknown
Lois Smith,1970-1980,Smith,Lois,F,1930,,R:character,USA
Maggie Smith,1958-1983,Smith,Maggie,F,1934,,R:lead,british
Mel Smith,1983-1990,,,M,,,R:puffy,
Paul Smith,,Smith,Paul,M,,,R:character,USA
Rainbeaux Smith,1974,Smith,Cheryl,F,,,unknown,unknown
Rex Smith,,,,M,,,unknown,unknown
Roger Smith,1956-1970,Smith,Roger,M,1932,,R:lead,USA
Innokenti Smoktunovsky,1960-1975,Smoktunovsky,Innokenti,M,1925,,unknown,russian
Terri Susan Smith,,,,F,,,unknown,unknown
William Smith,,,,M,,,unknown,unknown
Sonja Smits,,,,F,,,unknown,unknown
Tom Smothers,1974-1982,Smothers,Tom,M,1937,,R:light lead,USA
Wesley Snipes,1991-1993,Snipes,Wesley,M,19aa,,R:hip,USA
Carrie Snodgrass,1968-1983,Snodgrass,Carrie,F,1946,,R:lead,USA
Jimmy `The Greek' Snyder,,,,M,,,unknown,unknown
Park Jong Sod,,,,M,,,unknown,unknown
Abraham Sofaer,1931-1968,Sofaer,Abraham,M,1896,,unknown,\Bu
Sojin,1927,Sojin,fn,M,,,R:villain,japanese
Vladimir Sokoloff,1927-1962,Sokoloff,Vladimir,M,1889,,R:character,russian
P.J. Soles,,,,M,,,unknown,unknown
Ewen Solon,1959-1961,Solon,Ewen,M,1923,,R:lead,\NZ
Andrew Solt,,,,M,,,unknown,unknown
Suzanne Somers,1973-1980,Somers,Suzanne,F,1946,,R:lead,USA
Julie Sommars,,,,F,,,unknown,unknown
Elke Sommer,1960-1971,Schletz,Elke,F,1940,,R:lead,german
Josef Sommer,1978-1982,Sommer,Josef,M,1930,,R:character,USA
Gale Sondergaard,1936-1976,Sondergaard,Edith,F,1899,,"R:tall, sinister servant",USA
Paul Sonkkila,,,,F,,,unknown,unknown
Jack Soo,1960,Suzuki,Goro,M,1916,,R:character,japanese
Alberto Sordi,1953-1978,Sordi,Alberto,M,1919,,R:lead,italian
Jean Sorel,1962-1967,de Rochbrune,Jean,M,1934,,R:lead,french
Louise Sorel,1965-1971,Sorel,Louise,F,1944,,R:lead,french
Linda Sorenson,,,,F,,,unknown,unknown
Paul Sorvino,1972-1981,Sorvino,Paul,M,1939,,R:chubby,USA
Ann Sothern,1934-1978,Lake,Harriette,F,1909,,"R:hard-boiled, soft-centered golddigger",USA
Talisa Soto,1989-1992,bn,gn,F,,,R:Lustrous,\Ct
David Soul,1971-1983,Solberg,David,M,1943,,R:lead,USA
Catherine Spaak,1960-1975,Spaak,Catherine,F,1945,,R:lead,belgium
Arthur Space,1942-1980,Space,Arthur,M,1908,,R:character,USA
Sissy Spacek,1971-1982,Spacek,Sissy,F,1950,,R:tomboyish,USA
Merrie Spaeth,,,,F,,,unknown,unknown
Fay Spain,,,,F,,,unknown,unknown
Vincent Spano,,,,M,,,unknown,unknown
Ned Sparks,1927-1946,Sparkman,Edward,M,1883,,"R:hard-boiled, cigar-chewing",canada
Camilla Sparv,1966-1969,Sparv,Camilla,F,1943,,R:lead,\Sw
Hazel Spears,,,,F,,,unknown,unknown
Bruce Spence,,,,M,,,unknown,unknown
Bud Spencer,1967-1974,Pedersoli,Carlo,M,1929,,R:spaghetti westerns,italian
George Spencer,,,,M,,,unknown,unknown
Jeremy Spenser,1948-1966,Spenser,Jeremy,M,1937,,R:lead,british
David Spielberg,1972-1976,Spielberg,David,M,,,R:character,USA
Joe Spinell,,,,M,,,unknown,unknown
Victor Spinetti,1964-1976,Spinetti,Victor,M,1932,,R:comic,british
The Loving Spoonful,,,,G,,,unknown,unknown
G.D. Spradlin,,,,M,,,unknown,unknown
Rick Springfield,,,,M,,,unknown,unknown
Ronald Squire,1934-1958,Squire,Ronald,M,1886,,R:character,british
Robert Stack,1939-1981,Modini,Robert,M,1919,,R:personable cold-eyed,USA
James Stacy,,,,M,,,unknown,unknown
Frederick Stafford,-1969,Stafford,Frederick,M,1928,,R:he-man,austria
Richard Stahl,,,,M,,,unknown,unknown
Philip Stainton,1947-1956,Stainton,Philip,M,1908,,R:surprised expression,british
Sylvester Stallone,1970-1997,Stallone,Sylvester,M,1946,,R:solemn-looking,USA
James Staley,,,,M,,,unknown,unknown
Terence Stamp,1962-1978,Stamp,Terence,M,1940,,R:juvenile lead,british
Enid StampTaylor,1937-1946,Stamp-Taylor,Enid,F,1904,,R:character,british
Lionel Stander,1934-1994,Stander,Lionel,M,1908,,R:gravel-voiced,USA
Guy Standing,1933-1937,Standing,Sir Guy,M,1873,,unknown,british
John Standing,1962-1977,Leon,John,M,1934,,R:character,british
Michael StAngel,1954,St. Angel,Michael,M,,,unknown,Or
Jiri Stanislav,,,,M,,,unknown,unknown
Forrest Stanley,,,,M,,,unknown,unknown
Kim Stanley,1958-1983,Reid,Patricia,F,1921,,unknown,USA
Lora Stanley,,,,F,,,unknown,unknown
Frank Stanmore,,,,M,,,unknown,unknown
Harry Dean Stanton,1962-1983,Stanton,Harry,M,1926,,R:character,USA
Barbara Stanwyck,1927-1983,Stevens,Ruby,F,1907,,"R:durable, competentsultry",USA
Jean Stapleton,1958-1971,Murray,Jean,F,1923,,R:pragmatic wife,USA
Maureen Stapleton,1959-1994,Stapleton,Maureen,F,1925,,R:character,USA
Graham Stark,1961-1966,Stark,Graham,M,1922,,R:comedy,british
Koo Stark,,,,F,,,unknown,unknown
Pauline Starke,1916-1926,Starke,Pauline,F,1901,,R:silent,USA
Kay Starr,,,,F,,,unknown,unknown
Ringo Starr,,,,M,,,unknown,unknown
Charles Starrett,1926-1952,Starrett,Charles,M,1904,,R:cowboy,USA
Valerie Starrett,,,,F,,,unknown,unknown
Imaelda Staunton,,,,F,,,unknown,unknown
Alison Steadman,,,,F,,,unknown,unknown
Anthony Steel,1949-1974,Steel,Anthony,M,1920,,R:athletic,british
Barbara Steele,1958-1965,Steele,Barbara,F,1938,,R:frightening,british
Bob Steele,1920-1966,Bradbury,Robert,M,1907,,R:cowboy,USA
Tommy Steele,1955-1969,Hicks,Tommy,M,1936,,R:energetic pop singer,\Br (Ir)
Mary Steenburgen,1978-1989,Steenburgen,Mary,F,1952,,R:pleasant,USA
Simonetta Stefanelli,,,,F,,,unknown,unknown
Rod Steiger,1951-1982,Steiger,Rod,M,1925,,R:burly,USA
David Steinberg,,,,M,,,unknown,unknown
John Steiner,,,,M,,,unknown,unknown
Albert Steinruck,,,,M,,,unknown,unknown
Carolyn Steller,,,,F,,,unknown,unknown
Anna Sten,1927-1962,Stenskaja Sudakevich,Annel,F,1908,,R:lead,russian
Karel Stepanek,1943-1969,Stepanek,Karel,M,1899,,R:character,czechoslovakian
Susan Stephen,1951-1963,Stephen,Susan,F,1931,,R:lead,british
Ann Stephens,1942-1958,Stephens,Ann,F,1931,,R:juvenile,british
Harvey Stephens,1955,,,M,,,unknown,USA
Harvey Stephens,1976,,,M,1970,,R:weird kid,USA
Martin Stephens,1961-1966,Stephens,Martin,M,1949,,R:juvenile,british
Pamela Stephens,,,,F,,,unknown,unknown
Robert Stephens,1960-1973,Stephens,Robert,M,1931,,unknown,british
Henry Stephenson,1917-1948,Garroway,H.S.,M,1871,,R:kindly old men,british
James Stephenson,1938-1941,Stephenson,James,M,1888,,R:suave,british
Pamela Stephenson,1981-1983,Stephenson,Pamela,F,1951,,R:lead,\NZ
Ilse Steppat,1947-1969,Steppat,Ilse,F,1917,,R:character,german
Ford Sterling,1926-1935,Stitch,George F.,M,1883,,R:comic,USA
Jan Sterling,1948-1979,Adriance,Jan Sterling,F,1923,,R:lead,USA
Linda Sterling,,,,F,,,R:tiger woman,USA
Robert Sterling,1939-1962,Hart,William John,M,1917,,R:lead,USA
Tisa Sterling,1964,,,F,,,R:raven-haired beach bunny,USA
Jimmy Sterman,,,,M,,,unknown,unknown
Daniel Stern,,,,M,,,unknown,unknown
Erik Stern,,,,M,,,unknown,unknown
Tom Stern,,,,M,,,unknown,unknown
Frances Sternhagen,,,,F,,,unknown,unknown
Andrew Stevens,1976-1981,Stevens,Andrew,M,1955,,R:lead,USA
Casey Stevens,,,,M,,,unknown,unknown
Connie Stevens,1957-1976,Ingolia,Concetta,F,1938,,R:lead,USA
Craig Stevens,1941-1976,Shekles,Gail,M,1918,,R:lead,USA
Inger Stevens,1957-1970,Stensland,Inger,F,1935,,R:pert,\Sw
K.T. Stevens,1940-1958,Wood,Gloria,F,1919,,R:lead,USA
Leslie Stevens,,Stevens,Leslie,M,1924,,unknown,USA
Mark Stevens,1945-1966,Richards,Stephen,M,1916,,R:lead,USA
Morgan Stevens,,,,,,,unknown,unknown
Onslow Stevens,1932-1963,Stevenson,Onslow Ford,M,1902,,R:character,USA
Rise Stevens,1941-1947,Stevens,Rise,F,1913,,R:opera singer,USA
